event_id,user_id,event_type,event_date
432,31,comment_added,2025-01-22
433,31,task_created,2025-05-30
434,31,report_generated,2026-05-06
435,31,comment_added,2025-12-08
436,31,login,2026-08-14
437,31,file_uploaded,2025-09-16
438,31,login,2025-07-05
439,31,login,2025-07-11
440,31,login,2026-01-21
441,31,comment_added,2026-02-10
442,31,login,2026-07-19
443,31,task_created,2025-09-15
444,31,login,2025-03-05
445,31,login,2025-03-23
446,32,file_uploaded,2026-05-16
447,32,comment_added,2026-07-02
448,32,report_generated,2026-08-15
449,33,report_generated,2026-02-07
450,33,report_generated,2026-01-28
451,33,login,2026-07-02
452,33,login,2026-07-12
453,33,file_uploaded,2026-03-22
454,33,comment_added,2026-03-06
455,33,report_generated,2026-01-12
456,34,comment_added,2026-08-15
457,34,login,2026-08-04
458,34,file_uploaded,2026-07-18
459,34,report_generated,2026-07-20
460,34,file_uploaded,2026-05-23
461,34,comment_added,2026-09-02
462,34,report_generated,2026-06-06
463,34,report_generated,2026-06-05
464,34,login,2026-08-22
465,34,login,2026-07-28
466,34,comment_added,2026-06-14
467,34,login,2026-05-16
468,34,login,2026-09-02
469,34,login,2026-06-16
470,34,report_generated,2026-07-15
471,34,task_created,2026-07-04
472,34,login,2026-06-07
473,34,file_uploaded,2026-07-25
474,34,report_generated,2026-06-13
475,34,file_uploaded,2026-06-16
476,34,report_generated,2026-08-16
477,34,login,2026-06-19
478,34,report_generated,2026-07-28
479,34,comment_added,2026-05-31
480,34,login,2026-08-10
481,34,task_created,2026-06-07
482,34,comment_added,2026-08-26
483,34,file_uploaded,2026-05-21
484,34,file_uploaded,2026-05-24
485,34,report_generated,2026-06-21
486,34,login,2026-06-26
487,34,file_uploaded,2026-07-25
488,34,report_generated,2026-05-17
489,34,report_generated,2026-06-10
490,34,report_generated,2026-07-27
491,34,comment_added,2026-08-18
492,34,file_uploaded,2026-06-16
493,34,comment_added,2026-07-02
494,35,task_created,2026-05-22
495,35,comment_added,2026-07-22
496,35,task_created,2026-07-29
497,35,login,2026-02-23
498,36,login,2026-04-30
499,36,comment_added,2025-10-31
500,36,login,2026-02-24
501,36,login,2026-02-13
502,36,report_generated,2026-03-27
503,36,task_created,2025-06-21
504,36,task_created,2026-08-31
505,36,file_uploaded,2026-05-10
506,36,task_created,2025-05-07
507,36,login,2025-12-18
508,36,task_created,2025-04-20
509,36,file_uploaded,2026-08-21
510,36,file_uploaded,2026-03-23
511,36,comment_added,2025-06-01
512,37,comment_added,2025-08-14
513,38,file_uploaded,2026-06-16
514,38,comment_added,2026-06-08
515,38,login,2026-08-10
516,38,task_created,2026-07-24
517,38,report_generated,2026-06-29
518,38,report_generated,2026-07-02
519,38,report_generated,2026-07-19
520,38,file_uploaded,2026-07-09
521,38,task_created,2026-07-03
522,38,task_created,2026-06-08
523,38,comment_added,2026-06-16
524,38,task_created,2026-06-12
525,38,task_created,2026-06-12
526,38,file_uploaded,2026-07-26
527,38,file_uploaded,2026-07-09
528,39,comment_added,2025-07-20
529,39,task_created,2026-03-20
530,39,report_generated,2026-06-24
531,39,report_generated,2026-07-06
532,40,login,2025-04-22
533,40,report_generated,2025-05-31
534,40,login,2026-08-30
535,40,report_generated,2025-07-29
536,40,login,2025-05-21
537,40,report_generated,2025-09-01
538,40,comment_added,2026-01-30
539,41,report_generated,2025-01-28
540,41,task_created,2025-09-01
541,41,file_uploaded,2025-01-09
542,41,comment_added,2026-03-17
543,41,task_created,2026-06-25
544,41,file_uploaded,2025-03-15
545,41,task_created,2025-03-23
546,41,login,2025-04-12
547,41,task_created,2025-02-10
548,41,task_created,2025-04-21
549,41,report_generated,2026-01-23
550,41,comment_added,2025-03-05
551,42,login,2025-12-02
552,42,login,2025-04-03
553,42,file_uploaded,2025-09-30
554,42,login,2025-07-21
555,42,login,2026-02-14
556,42,file_uploaded,2025-04-24
557,42,task_created,2025-05-02
558,42,file_uploaded,2026-05-29
559,42,login,2026-08-02
560,42,file_uploaded,2026-04-07
561,42,report_generated,2025-09-04
562,42,task_created,2025-10-17
563,42,report_generated,2025-12-18
564,42,task_created,2026-06-11
565,42,comment_added,2025-04-16
566,42,report_generated,2025-11-18
567,42,file_uploaded,2026-08-04
568,42,login,2026-07-15
569,42,report_generated,2025-06-09
570,42,task_created,2026-04-08
571,42,task_created,2026-05-15
572,42,task_created,2026-09-01
573,42,file_uploaded,2025-03-31
574,42,file_uploaded,2026-03-14
575,42,report_generated,2026-07-21
576,42,report_generated,2026-08-08
577,42,report_generated,2026-04-13
578,42,login,2025-09-12
579,42,comment_added,2026-02-01
580,42,login,2025-10-22
581,42,login,2025-12-24
582,42,comment_added,2026-07-08
583,43,comment_added,2025-12-26
584,43,task_created,2025-08-20
585,43,task_created,2025-04-06
586,44,task_created,2026-06-13
587,44,comment_added,2025-11-25
588,44,login,2026-09-02
589,44,task_created,2026-08-07
590,44,file_uploaded,2026-05-02
591,44,task_created,2026-01-09
592,45,task_created,2026-08-29
593,45,report_generated,2026-09-01
594,45,report_generated,2026-09-02
595,45,login,2026-09-01
596,45,report_generated,2026-09-02
597,45,comment_added,2026-09-01
598,45,comment_added,2026-08-29
599,45,file_uploaded,2026-08-29
600,45,report_generated,2026-09-01
601,45,file_uploaded,2026-08-29
602,45,login,2026-08-28
603,45,task_created,2026-08-28
604,45,task_created,2026-09-01
605,45,comment_added,2026-08-28
606,45,login,2026-08-31
607,45,comment_added,2026-08-30
608,45,task_created,2026-08-29
609,45,task_created,2026-08-30
610,45,login,2026-08-30
611,45,task_created,2026-08-28
612,45,task_created,2026-09-01
613,45,comment_added,2026-08-28
614,45,login,2026-08-30
615,45,file_uploaded,2026-08-30
616,45,login,2026-09-01
617,45,report_generated,2026-08-30
618,45,task_created,2026-08-30
619,45,file_uploaded,2026-08-29
620,45,file_uploaded,2026-09-02
621,45,report_generated,2026-09-02
622,45,comment_added,2026-08-29
623,45,comment_added,2026-09-02
624,45,task_created,2026-08-30
625,45,comment_added,2026-09-02
626,46,task_created,2026-06-13
627,46,report_generated,2025-11-01
628,46,report_generated,2026-05-02
629,46,task_created,2025-06-26
630,46,login,2026-04-30
631,46,comment_added,2026-08-20
632,46,comment_added,2025-11-08
633,46,task_created,2025-05-08
634,46,report_generated,2026-02-24
635,46,comment_added,2026-08-06
636,46,comment_added,2025-08-13
637,46,file_uploaded,2025-06-14
638,46,report_generated,2025-07-03
639,46,login,2026-05-08
640,46,report_generated,2025-08-21
641,46,task_created,2025-10-02
642,46,login,2026-03-13
643,46,report_generated,2026-06-16
644,46,login,2025-12-06
645,46,task_created,2025-09-04
646,46,login,2025-08-27
647,46,report_generated,2025-10-18
648,46,login,2026-05-29
649,46,login,2026-04-25
650,46,file_uploaded,2025-05-16
651,46,file_uploaded,2025-12-02
652,46,task_created,2026-08-31
653,46,file_uploaded,2026-07-18
654,46,file_uploaded,2025-12-30
655,46,comment_added,2025-10-18
656,46,login,2025-10-31
657,46,file_uploaded,2026-06-20
658,47,comment_added,2026-07-19
659,47,task_created,2026-06-14
660,47,file_uploaded,2026-02-09
661,47,login,2026-01-17
662,47,login,2026-03-15
663,47,report_generated,2026-03-21
664,47,login,2026-08-30
665,47,report_generated,2026-01-17
666,47,file_uploaded,2026-02-11
667,47,login,2026-02-09
668,47,login,2026-05-19
669,47,comment_added,2026-03-26
670,47,file_uploaded,2026-06-05
671,47,login,2026-06-28
672,47,task_created,2026-04-19
673,47,file_uploaded,2026-06-03
674,47,login,2026-02-08
675,47,report_generated,2026-01-24
676,47,task_created,2026-02-20
677,47,comment_added,2026-04-13
678,47,comment_added,2026-07-02
679,47,report_generated,2026-03-07
680,47,task_created,2026-03-16
681,47,login,2026-01-23
682,47,comment_added,2026-04-09
683,47,file_uploaded,2026-05-19
684,47,login,2026-02-07
685,47,login,2026-04-01
686,47,login,2026-04-18
687,47,comment_added,2026-03-15
688,47,task_created,2026-05-01
689,48,login,2025-02-15
690,48,task_created,2025-06-07
691,48,report_generated,2026-08-23
692,48,file_uploaded,2025-01-30
693,48,report_generated,2025-03-06
694,48,file_uploaded,2025-12-20
695,48,report_generated,2026-03-23
696,48,comment_added,2025-02-09
697,48,task_created,2025-12-09
698,48,file_uploaded,2025-11-22
699,48,task_created,2025-11-21
700,48,login,2026-02-07
701,48,file_uploaded,2025-08-04
702,48,report_generated,2026-02-27
703,48,report_generated,2025-06-27
704,48,login,2026-06-08
705,48,login,2025-04-11
706,48,report_generated,2025-02-03
707,48,file_uploaded,2026-05-16
708,49,task_created,2026-07-25
709,49,login,2026-07-16
710,50,comment_added,2026-08-08
711,50,comment_added,2026-08-10
712,50,file_uploaded,2026-08-27
713,50,task_created,2026-08-20
714,50,report_generated,2026-08-14
715,50,file_uploaded,2026-07-20
716,50,login,2026-08-29
717,50,comment_added,2026-08-16
718,50,comment_added,2026-08-17
719,50,comment_added,2026-08-27
720,50,login,2026-07-24
721,50,file_uploaded,2026-09-01
722,50,task_created,2026-07-26
723,50,task_created,2026-07-28
724,50,login,2026-07-23
725,50,login,2026-08-11
726,50,file_uploaded,2026-08-27
727,50,task_created,2026-07-27
728,50,report_generated,2026-08-22
729,50,login,2026-08-04
730,50,file_uploaded,2026-07-20
731,50,file_uploaded,2026-08-19
732,50,report_generated,2026-08-19
733,50,comment_added,2026-08-01
734,50,login,2026-08-13
735,50,comment_added,2026-08-28
736,50,comment_added,2026-08-21
737,50,login,2026-08-10
738,50,task_created,2026-08-10
739,50,comment_added,2026-07-24
740,50,comment_added,2026-08-21
741,50,login,2026-09-01
742,50,comment_added,2026-07-21
743,50,login,2026-09-02
744,50,comment_added,2026-08-02
745,50,file_uploaded,2026-08-06
746,50,file_uploaded,2026-07-31
747,50,file_uploaded,2026-08-25
748,50,comment_added,2026-08-20
749,50,login,2026-08-14
750,50,report_generated,2026-07-26
751,50,task_created,2026-08-09
752,50,comment_added,2026-08-23
753,50,file_uploaded,2026-08-27
754,50,file_uploaded,2026-07-17
755,50,task_created,2026-08-05
756,50,file_uploaded,2026-07-18
757,50,report_generated,2026-08-01
758,50,report_generated,2026-07-16
759,50,report_generated,2026-08-03
760,50,file_uploaded,2026-08-01
761,50,login,2026-08-28
762,50,task_created,2026-07-29
763,50,file_uploaded,2026-08-03
764,51,report_generated,2025-12-24
765,51,comment_added,2026-04-01
766,51,task_created,2025-05-01
767,51,task_created,2026-04-27
768,51,file_uploaded,2026-03-22
769,51,report_generated,2026-07-12
770,51,comment_added,2025-03-28
771,51,login,2025-07-11
772,51,comment_added,2025-12-14
773,51,task_created,2026-03-19
774,51,comment_added,2026-07-20
775,51,task_created,2025-02-28
776,51,task_created,2025-08-15
777,51,task_created,2025-03-30
778,51,file_uploaded,2025-03-04
779,52,report_generated,2026-06-23
780,52,report_generated,2026-07-12
781,52,file_uploaded,2026-08-03
782,52,file_uploaded,2026-08-20
783,52,login,2026-07-02
784,53,report_generated,2025-08-25
785,53,comment_added,2025-12-30
786,53,task_created,2025-12-08
787,53,file_uploaded,2026-08-28
788,53,comment_added,2026-02-18
789,54,report_generated,2026-07-07
790,54,report_generated,2026-06-13
791,54,login,2026-08-27
792,54,login,2026-06-29
793,54,login,2026-07-12
794,54,comment_added,2026-06-13
795,54,task_created,2026-08-31
796,54,task_created,2026-06-21
797,54,task_created,2026-08-18
798,54,file_uploaded,2026-06-27
799,54,login,2026-07-28
800,54,login,2026-08-31
801,54,task_created,2026-07-23
802,54,task_created,2026-08-14
803,54,login,2026-08-08
804,54,report_generated,2026-06-21
805,54,report_generated,2026-08-09
806,54,report_generated,2026-08-23
807,54,file_uploaded,2026-07-17
808,54,file_uploaded,2026-07-07
809,54,task_created,2026-06-25
810,54,report_generated,2026-07-22
811,54,comment_added,2026-08-18
812,54,file_uploaded,2026-08-11
813,54,login,2026-08-06
814,54,comment_added,2026-05-24
815,54,report_generated,2026-08-16
816,54,comment_added,2026-08-03
817,54,report_generated,2026-08-09
818,54,login,2026-07-01
819,54,login,2026-07-24
820,54,report_generated,2026-07-06
821,54,report_generated,2026-08-13
822,54,report_generated,2026-06-28
823,54,report_generated,2026-08-15
824,54,task_created,2026-06-17
825,54,task_created,2026-07-29
826,54,comment_added,2026-05-31
827,54,report_generated,2026-07-14
828,54,task_created,2026-08-19
829,54,login,2026-08-24
830,54,file_uploaded,2026-08-15
831,54,report_generated,2026-06-30
832,54,file_uploaded,2026-07-16
833,54,login,2026-07-12
834,54,comment_added,2026-08-06
835,54,report_generated,2026-06-17
836,54,task_created,2026-08-24
837,54,comment_added,2026-08-19
838,54,file_uploaded,2026-08-13
839,54,report_generated,2026-08-17
840,54,report_generated,2026-07-27
841,54,comment_added,2026-06-14
842,54,report_generated,2026-06-16
843,54,file_uploaded,2026-06-05
844,54,report_generated,2026-06-09
845,54,comment_added,2026-08-24
846,55,report_generated,2026-08-30
847,55,task_created,2026-08-29
848,55,task_created,2026-08-31
849,55,file_uploaded,2026-08-31
850,55,report_generated,2026-08-31
851,55,comment_added,2026-08-31
852,55,file_uploaded,2026-08-31
853,55,file_uploaded,2026-08-29
854,55,comment_added,2026-08-29
855,55,comment_added,2026-09-02
856,55,file_uploaded,2026-08-29
857,55,comment_added,2026-08-30
858,55,file_uploaded,2026-08-29
859,55,report_generated,2026-09-02
860,55,login,2026-09-01
861,56,task_created,2026-06-25
862,56,report_generated,2026-07-01
863,56,comment_added,2026-07-28
864,56,task_created,2026-08-03
865,56,task_created,2026-07-16
866,56,file_uploaded,2026-06-16
867,56,task_created,2026-07-18
868,56,login,2026-07-16
869,56,file_uploaded,2026-06-06
870,56,task_created,2026-07-11
871,56,comment_added,2026-06-27
872,56,file_uploaded,2026-06-26
873,56,task_created,2026-06-17
874,56,file_uploaded,2026-08-23
875,56,file_uploaded,2026-08-26
876,56,file_uploaded,2026-07-27
877,56,file_uploaded,2026-08-06
878,56,login,2026-06-06
879,56,task_created,2026-08-13
880,56,login,2026-07-23
881,56,comment_added,2026-07-17
882,56,login,2026-06-30
883,56,login,2026-08-31
884,56,task_created,2026-08-25
885,56,report_generated,2026-07-04
886,56,task_created,2026-07-15
887,56,file_uploaded,2026-06-19
888,56,comment_added,2026-08-09
889,56,task_created,2026-07-15
890,56,login,2026-06-14
891,56,report_generated,2026-07-14
892,56,comment_added,2026-08-03
893,56,comment_added,2026-08-21
894,56,file_uploaded,2026-07-19
