user_id,plan_tier,mrr,status,churn_date
240,Pro,49,active,
241,Starter,15,active,
242,Free,0,churned,2026-06-30
243,Starter,15,active,
244,Starter,15,active,
245,Pro,49,active,
246,Free,0,active,
247,Starter,15,active,
248,Starter,15,active,
249,Enterprise,199,churned,2026-05-26
250,Free,0,churned,2025-01-27
251,Free,0,active,
252,Pro,49,active,
253,Pro,49,active,
254,Free,0,active,
255,Pro,49,active,
256,Free,0,churned,2026-07-12
257,Free,0,active,
258,Free,0,active,
259,Free,0,active,
260,Free,0,active,
261,Pro,49,active,
262,Pro,49,churned,2025-11-16
263,Starter,15,active,
264,Free,0,churned,2025-09-16
265,Enterprise,199,active,
266,Pro,49,churned,2026-08-01
267,Free,0,churned,2026-07-29
268,Free,0,active,
269,Free,0,active,
270,Starter,15,active,
271,Starter,15,active,
272,Pro,49,active,
273,Enterprise,199,active,
274,Enterprise,199,active,
275,Starter,15,active,
276,Free,0,churned,2026-01-12
277,Free,0,active,
278,Free,0,churned,2024-12-08
279,Free,0,active,
280,Starter,15,churned,2026-08-08
281,Free,0,active,
282,Free,0,active,
283,Starter,15,active,
284,Starter,15,active,
285,Free,0,active,
286,Free,0,active,
287,Free,0,active,
288,Starter,15,churned,2026-07-18
289,Starter,15,churned,2026-08-02
290,Free,0,active,
291,Starter,15,active,
292,Free,0,active,
293,Pro,49,active,
294,Free,0,active,
295,Pro,49,active,
296,Enterprise,199,active,
297,Free,0,active,
298,Starter,15,active,
299,Free,0,active,
300,Starter,15,active,
301,Starter,15,active,
302,Free,0,active,
303,Free,0,active,
304,Starter,15,active,
305,Free,0,churned,2026-04-05
306,Free,0,active,
307,Pro,49,active,
308,Pro,49,active,
309,Free,0,active,
310,Starter,15,active,
311,Starter,15,active,
312,Free,0,active,
313,Starter,15,active,
314,Free,0,active,
315,Pro,49,churned,2026-07-02
316,Free,0,active,
317,Free,0,active,
318,Enterprise,199,active,
319,Enterprise,199,active,
320,Pro,49,active,
321,Enterprise,199,active,
322,Starter,15,active,
323,Enterprise,199,active,
324,Pro,49,active,
325,Pro,49,active,
326,Enterprise,199,active,
327,Pro,49,active,
328,Free,0,active,
329,Enterprise,199,active,
330,Starter,15,active,
331,Free,0,active,
332,Starter,15,active,
333,Enterprise,199,active,
334,Free,0,churned,2026-08-15
335,Free,0,active,
336,Enterprise,199,active,
337,Enterprise,199,active,
338,Enterprise,199,active,
339,Enterprise,199,active,
340,Pro,49,active,
341,Starter,15,churned,2025-12-28
342,Pro,49,active,
343,Enterprise,199,active,
344,Pro,49,active,
345,Starter,15,active,
346,Free,0,active,
347,Pro,49,active,
348,Starter,15,active,
349,Free,0,active,
350,Starter,15,churned,2026-08-17
351,Pro,49,active,
352,Pro,49,active,
353,Free,0,active,
354,Free,0,active,
355,Free,0,active,
356,Free,0,active,
357,Starter,15,active,
358,Free,0,active,
359,Starter,15,active,
360,Enterprise,199,active,
361,Starter,15,active,
362,Free,0,active,
363,Enterprise,199,active,
364,Free,0,active,
365,Free,0,churned,2026-05-22
366,Free,0,active,
367,Enterprise,199,active,
368,Free,0,active,
369,Starter,15,active,
370,Enterprise,199,active,
371,Free,0,active,
372,Pro,49,active,
373,Starter,15,active,
374,Starter,15,active,
375,Starter,15,active,
376,Free,0,active,
377,Pro,49,active,
378,Free,0,active,
379,Enterprise,199,active,
380,Starter,15,active,
381,Pro,49,active,
382,Starter,15,active,
383,Free,0,active,
384,Pro,49,active,
385,Starter,15,active,
386,Pro,49,active,
387,Pro,49,active,
388,Free,0,active,
389,Free,0,active,
390,Free,0,active,
391,Free,0,active,
392,Starter,15,active,
393,Starter,15,active,
394,Enterprise,199,active,
395,Free,0,active,
396,Free,0,active,
397,Free,0,active,
398,Enterprise,199,active,
399,Free,0,churned,2026-05-12
400,Free,0,active,
401,Enterprise,199,active,
402,Starter,15,churned,2026-04-21
403,Starter,15,active,
404,Starter,15,active,
405,Starter,15,active,
406,Starter,15,active,
407,Free,0,active,
408,Enterprise,199,active,
409,Free,0,active,
410,Enterprise,199,active,
411,Starter,15,active,
412,Free,0,active,
413,Enterprise,199,active,
414,Free,0,active,
415,Starter,15,active,
416,Pro,49,active,
417,Free,0,active,
418,Starter,15,active,
419,Starter,15,active,
420,Free,0,active,
421,Free,0,active,
422,Free,0,active,
423,Free,0,active,
424,Starter,15,active,
425,Starter,15,active,
426,Free,0,active,
427,Pro,49,active,
428,Starter,15,active,
429,Enterprise,199,active,
430,Starter,15,active,
431,Enterprise,199,active,
432,Free,0,active,
433,Free,0,churned,2026-08-24
434,Starter,15,active,
435,Enterprise,199,active,
436,Starter,15,active,
437,Free,0,churned,
438,Starter,15,active,
439,Pro,49,active,
440,Pro,49,active,
441,Pro,49,active,
442,Pro,49,active,
443,Free,0,active,
444,Enterprise,199,active,
445,Free,0,active,
446,Starter,15,active,
447,Starter,15,active,
448,Starter,15,active,
449,Free,0,active,
450,Free,0,active,
451,Free,0,churned,2026-02-22
452,Starter,15,active,
453,Starter,15,active,
454,Pro,49,active,
455,Pro,49,churned,2025-03-15
456,Pro,49,active,
457,Starter,15,active,
458,Starter,15,active,
459,Free,0,active,
460,Free,0,active,
461,Starter,15,active,
462,Free,0,active,
463,Pro,49,active,
464,Starter,15,churned,2025-12-25
465,Free,0,churned,2025-11-09
466,Starter,15,churned,2025-12-24
467,Free,0,active,
468,Starter,15,active,
469,Starter,15,active,
470,Starter,15,churned,2024-11-08
471,Pro,49,active,
472,Starter,15,active,
473,Starter,15,active,
474,Starter,15,active,
475,Free,0,active,
476,Free,0,active,
477,Pro,49,active,
478,Free,0,active,
479,Pro,49,active,
480,Free,0,active,
481,Starter,15,active,
482,Free,0,active,
483,Free,0,active,
484,Starter,15,active,
485,Pro,49,active,
486,Free,0,churned,
487,Free,0,churned,2025-10-26
488,Pro,49,active,
489,Starter,15,active,
490,Starter,15,churned,2026-06-06
491,Free,0,active,
492,Free,0,active,
493,Free,0,active,
494,Starter,15,active,
495,Pro,49,active,
496,Free,0,churned,2026-03-02
497,Free,0,active,
498,Free,0,churned,2026-07-04
499,Pro,49,churned,
500,Starter,15,active,
501,Starter,15,active,
502,Pro,49,active,
503,Starter,15,active,
504,Starter,15,active,
505,Free,0,active,
506,Free,0,churned,2026-08-05
507,Free,0,active,
508,Starter,15,active,
509,Starter,15,active,
510,Starter,15,active,
511,Enterprise,199,active,
512,Free,0,active,
513,Starter,15,active,
514,Free,0,active,
515,Free,0,active,
516,Free,0,churned,2024-12-28
517,Starter,15,active,
518,Free,0,active,
519,Starter,15,active,
520,Starter,15,churned,2025-12-25
521,Free,0,active,
522,Free,0,churned,2026-08-29
523,Pro,49,active,
524,Free,0,active,
525,Free,0,active,
526,Enterprise,199,active,
527,Starter,15,active,
528,Starter,15,active,
529,Starter,15,active,
530,Starter,15,active,
531,Free,0,active,
532,Free,0,active,
533,Enterprise,199,active,
534,Free,0,active,
535,Free,0,active,
536,Pro,49,active,
537,Starter,15,active,
538,Starter,15,active,
539,Free,0,active,
540,Pro,49,active,
541,Free,0,active,
542,Starter,15,active,
543,Starter,15,active,
544,Enterprise,199,active,
545,Starter,15,active,
546,Starter,15,churned,2025-10-03
547,Starter,15,churned,2026-02-27
548,Pro,49,active,
549,Pro,49,active,
550,Starter,15,active,
551,Enterprise,199,active,
552,Free,0,active,
553,Starter,15,active,
554,Pro,49,active,
555,Pro,49,active,
556,Starter,15,active,
557,Free,0,active,
558,Free,0,active,
559,Enterprise,199,active,
560,Free,0,active,
561,Starter,15,active,
562,Starter,15,active,
563,Enterprise,199,active,
564,Free,0,churned,2026-03-06
565,Enterprise,199,active,
566,Starter,15,churned,2026-03-09
567,Free,0,churned,2026-08-11
568,Starter,15,active,
569,Free,0,active,
570,Starter,15,active,
571,Free,0,churned,2026-07-20
572,Starter,15,active,
573,Free,0,active,
574,Starter,15,active,
575,Enterprise,199,churned,2025-11-02
576,Starter,15,active,
577,Free,0,active,
578,Starter,15,active,
579,Pro,49,active,
580,Free,0,active,
581,Pro,49,active,
582,Free,0,active,
583,Pro,49,active,
584,Starter,15,active,
585,Free,0,active,
586,Pro,49,active,
587,Free,0,active,
588,Pro,49,churned,2026-03-06
589,Starter,15,active,
590,Free,0,churned,2025-08-23
591,Free,0,churned,2026-03-25
592,Free,0,active,
593,Starter,15,active,
594,Starter,15,active,
595,Enterprise,199,active,
596,Starter,15,churned,2026-06-01
597,Pro,49,active,
598,Starter,15,active,
599,Free,0,active,
600,Free,0,active,
601,Starter,15,active,
602,Starter,15,churned,2026-03-28
603,Free,0,active,
604,Enterprise,199,active,
605,Enterprise,199,active,
606,Starter,15,active,
607,Starter,15,active,
608,Free,0,active,
609,Pro,49,active,
610,Free,0,active,
611,Free,0,churned,2026-08-26
612,Starter,15,active,
613,Free,0,active,
614,Free,0,active,
615,Free,0,active,
616,Enterprise,199,churned,2026-08-05
617,Free,0,active,
618,Enterprise,199,active,
619,Pro,49,active,
620,Enterprise,199,active,
621,Enterprise,199,active,
622,Free,0,active,
623,Free,0,active,
624,Pro,49,active,
625,Free,0,active,
626,Starter,15,active,
627,Pro,49,active,
628,Starter,15,churned,2026-08-30
629,Pro,49,active,
630,Free,0,active,
631,Free,0,active,
632,Starter,15,active,
633,Free,0,active,
634,Starter,15,active,
635,Free,0,active,
636,Free,0,active,
637,Starter,15,active,
638,Starter,15,active,
639,Starter,15,active,
640,Starter,15,active,
641,Free,0,active,
642,Enterprise,199,active,
643,Pro,49,active,
644,Starter,15,active,
645,Free,0,active,
646,Starter,15,active,
647,Free,0,active,
648,Free,0,active,
649,Enterprise,199,active,
650,Free,0,active,
651,Free,0,active,
652,Starter,15,active,
653,Starter,15,active,
654,Pro,49,active,
655,Starter,15,active,
656,Free,0,active,
657,Starter,15,active,
658,Starter,15,active,
659,Free,0,churned,2026-05-04
660,Free,0,active,
661,Enterprise,199,active,
662,Free,0,churned,2026-07-15
663,Starter,15,active,
664,Starter,15,churned,2026-02-21
665,Free,0,active,
666,Free,0,active,
667,Starter,15,active,
668,Enterprise,199,churned,2025-12-02
669,Pro,49,active,
670,Starter,15,active,
671,Free,0,active,
672,Starter,15,active,
673,Starter,15,active,
674,Free,0,churned,2026-05-08
675,Starter,15,active,
676,Free,0,active,
677,Free,0,churned,
678,Free,0,churned,2026-04-21
679,Free,0,active,
680,Starter,15,active,
681,Free,0,active,
682,Starter,15,active,
683,Pro,49,active,
684,Starter,15,active,
685,Free,0,active,
686,Enterprise,199,active,
687,Starter,15,active,
688,Free,0,active,
689,Pro,49,active,
690,Starter,15,churned,2026-05-10
691,Free,0,active,
692,Free,0,churned,2026-08-10
693,Pro,49,active,
694,Starter,15,active,
695,Starter,15,active,
696,Starter,15,active,
697,Free,0,active,
698,Starter,15,active,
699,Starter,15,active,
700,Free,0,active,
701,Starter,15,active,
702,Pro,49,churned,2026-06-26
703,Pro,49,active,
704,Starter,15,active,
705,Free,0,active,
706,Free,0,churned,
707,Starter,15,active,
708,Pro,49,active,
709,Free,0,active,
710,Free,0,churned,2026-08-22
711,Free,0,active,
712,Enterprise,199,active,
713,Free,0,churned,2026-07-30
714,Starter,15,active,
715,Starter,15,active,
716,Pro,49,churned,2025-12-16
717,Pro,49,active,
718,Free,0,churned,2025-06-24
719,Free,0,active,
720,Pro,49,active,
721,Enterprise,199,active,
722,Free,0,active,
723,Enterprise,199,active,
724,Starter,15,active,
725,Free,0,active,
726,Free,0,churned,2026-07-31
727,Pro,49,active,
728,Free,0,churned,2025-11-16
729,Starter,15,active,
730,Starter,15,active,
731,Starter,15,active,
732,Enterprise,199,active,
733,Starter,15,active,
734,Starter,15,active,
735,Free,0,active,
736,Starter,15,active,
737,Pro,49,active,
738,Starter,15,active,
739,Enterprise,199,active,
740,Free,0,active,
741,Free,0,churned,2026-01-27
742,Free,0,active,
743,Starter,15,active,
744,Starter,15,churned,2026-08-29
745,Starter,15,active,
746,Free,0,active,
747,Free,0,active,
748,Pro,49,active,
749,Starter,15,active,
750,Starter,15,active,
751,Starter,15,active,
752,Starter,15,active,
753,Starter,15,churned,2026-02-20
754,Free,0,active,
755,Pro,49,active,
756,Starter,15,active,
757,Free,0,active,
758,Free,0,churned,2025-12-12
759,Free,0,active,
760,Starter,15,active,
761,Free,0,churned,
762,Starter,15,active,
763,Starter,15,active,
764,Enterprise,199,active,
765,Pro,49,active,
766,Pro,49,active,
767,Starter,15,active,
768,Starter,15,active,
769,Free,0,active,
770,Free,0,active,
771,Free,0,active,
772,Free,0,churned,2025-09-17
773,Free,0,active,
774,Starter,15,active,
775,Starter,15,active,
776,Free,0,active,
777,Starter,15,active,
778,Starter,15,active,
779,Free,0,active,
780,Pro,49,active,
781,Free,0,active,
782,Free,0,churned,2026-05-07
783,Enterprise,199,active,
784,Free,0,active,
785,Pro,49,active,
786,Enterprise,199,churned,2026-04-18
787,Pro,49,active,
788,Free,0,active,
789,Starter,15,active,
790,Free,0,churned,2026-06-12
791,Starter,15,active,
792,Pro,49,active,
793,Starter,15,active,
794,Starter,15,active,
795,Starter,15,active,
796,Free,0,active,
797,Pro,49,active,
798,Pro,49,active,
799,Free,0,active,
800,Free,0,active,
